longitude,latitude,incident_id,date,time,description,type
35.9162770632,-78.8117732028,18014172,2018-05-02,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0042299016,-78.9521579721,18014180,2018-05-01,18:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9745466334,-78.8881754689,18014204,2018-05-02,21:54,ALL TRAFFIC (EXCEPT DWI),DISTURBANCE
35.9409505433,-78.8947887966,18014055,2018-05-02,00:28,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL HYDROCODONE,DRUGS
35.9873686304,-78.9054391474,18014213,2018-05-02,22:42,CALLS FOR SERVICE (NO CRIME),FOLLOW UP
35.9917962872,-78.9165826513,18014207,2018-05-02,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0291385818,-78.9270244422,18014216,2018-05-03,00:00,ROBBERY - COMMERCIAL,LARCENY
35.9881099253,-78.8836937306,18014218,2018-05-03,00:50,RECOVERED STOLEN VEHICLE (OTHER JURISDICTION),RECOVERED VEHIC
35.9450663395,-78.9887691353,18014217,2018-05-03,00:36,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9993820226,-78.8642657703,18014221,2018-05-03,02:11,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0005863809,-78.8663456369,18014222,2018-05-03,02:23,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0201454856,-78.9564092154,18014226,2018-05-03,02:45,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.047836917,-78.9340287747,18014229,2018-05-03,05:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9474027307,-78.9083721788,18014231,2018-05-03,06:15,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
36.0011442128,-78.8844326321,18014237,2018-05-03,07:29,SIMPLE ASSAULT-ALL OTHER,DOMESTIC VIOLEN
35.9856222916,-78.9103106479,18014242,2018-05-03,03:00,AGGRAVATED ASSAULT,DOMESTIC VIOLEN
36.0041583773,-78.9208727035,18014246,2018-05-02,15:00,LARCENY - FROM BUILDING,LARCENY
36.0647106668,-78.9036886803,18014253,2018-05-03,10:12,ROBBERY - INDIVIDUAL,COMMON LAW ROBB
36.0113683101,-78.9674917335,18014260,2018-04-30,08:00,BURGLARY - NON-FORCED ENTRY,LARCENY
35.910406167,-78.9342200989,18014261,2018-05-03,06:25,FRAUD - CREDIT CARD/ATM,FRAUD
35.9945073105,-78.9006510733,18014280,2018-04-26,09:00,LOST PROPERTY,LARCENY
35.992226586,-78.8697965974,18014281,2018-05-03,12:32,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL MARIJUANA,DISTURBANCE
36.0532110667,-78.9135413996,18014279,2018-05-03,00:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
36.0014513875,-78.8851639319,18014302,2018-05-03,15:05,DRUG EQUIPMENT/PARAPHERNALIA - POSSESSING/CONCEALING,WANTED PERSON
36.0411668124,-78.8899614434,18014372,2018-05-04,00:37,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0497973948,-78.9202098174,18014382,2018-05-04,02:10,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY OF VEHI
35.9408244682,-78.8617785074,18014380,2018-05-04,02:37,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0174195749,-78.9208243723,18014385,2018-05-04,02:40,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL COCAINE,VEHICLE STOP
35.8854508072,-78.8880823531,18014393,2018-05-04,01:30,AGGRAVATED ASSAULT,DOMESTIC VIOLEN
36.0397141342,-78.8901116037,18014394,2018-05-04,05:05,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0606752911,-78.9165587861,18014404,2018-05-03,20:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0481929409,-78.9216514914,18014413,2018-05-03,22:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9945250077,-78.8706991239,18014415,2018-05-04,12:31,LARCENY - SHOPLIFTING,LARCENY
35.9900166927,-78.8653531621,18014450,2018-02-28,16:09,LARCENY - ALL OTHER,LARCENY
35.9956748223,-78.9192804353,18014455,2018-05-03,22:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9953218737,-78.8769878572,18014469,2018-05-04,19:21,FOUND PROPERTY,VEHICLE STOP
36.0486597612,-78.8871874036,18014478,2018-05-04,20:05,DRUG EQUIPMENT/PARAPHERNALIA - POSSESSING/CONCEALING,GAMBLING
35.9753827297,-78.8875855344,18014504,2018-05-05,01:45,NON-CRIMINAL DETAINMENT (INVOLUNTARY COMMITMENT),DOMESTIC VIOLEN
35.9963122337,-78.9042872142,18014529,2018-05-05,09:58,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),ASSAULT
36.05540058,-78.9017592444,18014533,2018-05-05,08:30,VANDALISM TO AUTO (NOT ACCIDENTAL),VANDALISM
36.0510791997,-78.9233879288,18014554,2018-05-05,14:10,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
35.9463750014,-78.8978673286,18014563,2018-05-05,15:20,CALLS FOR SERVICE (NO CRIME),DOMESTIC VIOLEN
35.9920701741,-78.8674224948,18014568,2018-05-05,16:00,CALLS FOR SERVICE (NO CRIME),DAMAGE TO PROPE
35.9888127857,-78.8852389848,18014573,2018-05-05,17:13,AGGRAVATED ASSAULT,SUSPICIOUS PERS
35.9119564915,-78.9030647186,18014579,2018-04-27,12:00,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,UNAUTHORIZED US
36.0011450732,-78.8900521367,18014593,2018-05-05,19:03,SUSPICIOUS ACTIVITY,SEXUAL ASSAULT
36.0380481997,-78.8866254986,18014586,2018-05-05,19:16,AGGRAVATED ASSAULT,DISTURBANCE
35.9856410803,-78.8461757875,18014590,2018-05-05,19:50,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DISTURBANCE
35.9951776138,-78.9050671318,18014602,2018-05-05,21:47,CALLS FOR SERVICE (NO CRIME),FOUND PERSON
35.9241045928,-78.8450512249,18014581,2018-05-05,17:00,ALL OTHER OFFENSES-ESCAPE FROM CUSTODY OR RESIST ARREST,MOTOR VEHICLE C
35.9737331872,-78.9266209705,18014629,2018-04-25,09:00,FRAUD - FALSE PRETENSE,FRAUD
36.0398223028,-78.8904156151,18014610,2018-05-06,01:05,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0126376881,-78.944272017,18014615,2018-05-06,02:33,DRIVING WHILE IMPAIRED,UNKNOWN PROBLEM
36.0124862956,-78.944469283,18014616,2018-05-06,04:16,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0199344052,-78.8842611822,18014618,2018-05-06,04:15,ALL TRAFFIC (EXCEPT DWI),VEHICLE STOP
35.9184519451,-78.9124071284,18014625,2018-05-06,05:57,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.99835847,-78.8351220598,18014634,2018-05-06,06:30,CALLS FOR SERVICE (NO CRIME),STRUCTURE FIRE
36.0201354981,-78.8885702817,18014643,2018-05-06,09:15,CALLS FOR SERVICE (NO CRIME),DOMESTIC VIOLEN
36.0122945446,-78.9450656427,18014677,2018-05-05,17:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9492181227,-78.8304171702,18014676,2018-05-05,20:56,LARCENY - FROM MOTOR VEHICLE,LARCENY
35.9847581829,-78.922032461,18014679,2018-04-23,00:00,FRAUD - OTHER,FRAUD
36.0242399736,-78.9569031245,18014683,2018-05-06,13:25,FRAUD - OTHER,LARCENY
35.9864258378,-78.8934334372,18014689,2016-04-30,12:00,FRAUD - OTHER,LARCENY
36.0087928583,-78.9037547897,18014714,2018-05-06,18:00,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
35.9970749075,-78.8806567351,18014730,2018-05-06,07:00,LARCENY - ALL OTHER,PARKING VIOLATI
36.0154774019,-78.9149857037,18014744,2018-05-05,22:00,MISSING PERSON,RUNAWAY
35.9055124204,-78.9431163665,18014746,2018-05-06,20:50,LARCENY - FROM BUILDING,LARCENY
36.0027945691,-78.9114957277,18014747,2018-05-06,23:15,LARCENY - FROM MOTOR VEHICLE,LARCENY
35.9440365256,-78.9703014819,18014772,2018-05-07,07:20,SUSPICIOUS ACTIVITY,DISTURBANCE WIT
36.0393119559,-78.8687359122,18014774,2018-05-07,08:17,TOWED/ABANDONED VEHICLE,ATTEMPT TO LOCA
35.9805830558,-78.8786339229,18012018,2018-04-10,12:00,LARCENY - ALL OTHER,LARCENY
36.0104339309,-78.9371801945,18012217,2018-04-15,13:04,FOUND PROPERTY,LOST OR FOUND P
36.0191980244,-78.7773287949,18012039,2018-04-15,14:51,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0500342004,-78.911129396,18012041,2018-04-15,15:10,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9920792929,-78.8900327921,18012045,2018-04-15,15:52,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
36.0198856078,-78.9105774637,18012051,2018-04-15,16:20,LARCENY - SHOPLIFTING,SHOPLIFTER
36.0365711361,-78.8719974678,18012062,2018-04-15,16:30,DV INFO REPORT (NO CRIME),DISTURBANCE
36.047772888,-78.9108269151,18012063,2018-04-15,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9927049183,-78.8875496579,18012075,2018-04-15,06:30,BURGLARY - FORCIBLE ENTRY,BREAK IN
36.0011868246,-78.9108705045,18012089,2018-04-15,22:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9944519644,-78.8846587596,18012093,2018-04-16,01:23,ALL OTHER OFFENSES-TRESPASSING,TRESPASS OR UNW
36.0364790485,-78.8870879084,18012102,2018-04-16,04:00,BURGLARY - FORCIBLE ENTRY,ALARM
35.9926170763,-78.9275184452,18012117,2018-04-16,01:45,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9590357377,-78.9784306416,18012111,2018-04-16,03:36,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9834308397,-78.8889038631,18012116,2018-04-16,05:57,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.91299611,-78.9129977261,18012144,2018-04-15,23:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9943636961,-78.8677151811,18012176,2018-04-16,16:35,ROBBERY - INDIVIDUAL,COMMON LAW ROBB
35.9096209241,-78.9080926849,18012125,2018-04-15,19:45,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9927013269,-78.828893477,18012182,2018-04-16,17:50,VANDALISM TO PROP (NOT ACCIDENTAL),DISTURBANCE WIT
35.9677321451,-78.9026494807,18012187,2018-04-16,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0388660203,-78.9300361071,18012205,2018-04-16,18:04,LARCENY - FROM BUILDING,LARCENY
36.08372571,-78.891533961,18012854,2017-07-31,14:00,FRAUD - OTHER,FRAUD - OTHER
36.0194249595,-78.8531246157,18012209,2018-04-16,23:30,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
35.9573413513,-78.967570467,18012211,2018-04-17,03:35,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.942861927,-78.9030328385,18012224,2018-04-17,07:20,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9139364502,-78.9308447603,18012234,2018-04-16,20:40,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9680291308,-78.9599778998,18012240,2018-03-14,15:38,FRAUD - FALSE PRETENSE,FRAUD
35.9006341676,-78.9864179301,18012247,2018-04-11,08:00,FRAUD - IMPERSONATION,FRAUD
35.9870506633,-78.8946136426,18012260,2018-04-13,03:20,LARCENY - ALL OTHER,LARCENY OF VEHI
36.0376509743,-78.8796942119,18012267,2018-04-17,08:38,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),ASSAULT
35.9712201096,-78.9195948767,18012269,2018-04-08,12:00,FRAUD - CREDIT CARD/ATM,FRAUD
35.9503266358,-78.8917518144,18012277,2018-04-17,09:15,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9347307831,-78.8907229244,18012274,2017-04-17,15:38,CALLS FOR SERVICE (NO CRIME),DAMAGE TO PROPE
35.9282261684,-78.9309803832,18012284,2018-04-09,16:00,LARCENY - FROM BUILDING,LARCENY
35.9925112261,-78.8531255915,18012289,2018-04-17,14:07,FOUND PROPERTY,DISTURBANCE WIT
36.0176965576,-78.9482412721,18012300,2018-04-17,10:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9921300355,-78.8715457715,18012326,2018-04-17,17:46,VANDALISM TO PROP (NOT ACCIDENTAL),DAMAGE TO PROPE
35.9505366519,-78.9935808739,18012333,2018-04-17,13:00,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
35.918757563,-78.9443103521,18012336,2018-04-17,18:38,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DOMESTIC VIOLEN
36.0399913977,-78.8868261201,18012343,2018-04-17,19:15,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL MARIJUANA,DRUGS
36.0231025393,-78.9060369234,18012349,2018-04-03,18:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
36.0069388779,-78.9009051283,18012353,2018-04-17,20:30,AGGRAVATED ASSAULT,STABBING
36.003617719,-78.9180266895,18012360,2018-04-17,23:02,ALL TRAFFIC (EXCEPT DWI),HIT AND RUN
36.0488746141,-78.9097989969,18012375,2018-04-18,01:30,VANDALISM TO PROP (NOT ACCIDENTAL),DAMAGE TO PROPE
36.0267550014,-78.9086138058,18012386,2018-04-18,00:00,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY
35.9227619961,-78.9236571239,18012392,2018-04-17,22:30,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
35.9941917959,-78.898794184,18012418,2018-04-17,18:00,VANDALISM TO PROP (NOT ACCIDENTAL),FOLLOW UP
35.986687888,-78.8870510035,18012409,2018-04-16,00:00,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
36.0239846119,-78.9681011937,18025706,2018-07-30,21:21,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.992084047,-78.8726563921,18025715,2018-07-30,23:16,AGGRAVATED ASSAULT,GUNSHOT WOUND
35.9527193878,-78.9134952869,18025718,2018-07-31,01:59,RAPE - FORCIBLE,SEXUAL ASSAULT
36.034215929,-78.8948389515,18025720,2018-07-31,02:52,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0255985291,-78.9128002679,18025725,2018-07-31,03:15,AGGRAVATED ASSAULT,GUNSHOT WOUND N
35.9419226703,-79.0025299381,18025727,2018-07-31,04:10,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9744517393,-78.8497821318,18025730,2018-07-31,05:07,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9886091612,-78.9269167742,18025742,2018-07-31,08:06,LARCENY - SHOPLIFTING,LARCENY
35.9929385955,-78.8967739528,18025767,2018-07-31,10:00,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY
36.0829537797,-78.9224501013,18025789,2018-07-27,16:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9554563368,-78.8903931174,18025798,2018-07-31,14:26,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL MARIJUANA,VEHICLE STOP
36.0378901386,-78.8912374653,18025807,2018-07-31,16:35,FOUND PROPERTY,LOST OR FOUND P
35.9153289359,-78.9232362434,18025825,2018-07-31,16:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9039932617,-78.9030420576,18025827,2018-06-17,17:01,LARCENY - FROM BUILDING,LARCENY
35.9894429914,-78.9014780962,18025820,2018-07-29,12:00,FORGERY - USING/UTTERING,FRAUD
36.0063870492,-78.8419707251,18025830,2018-07-24,18:38,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY
35.9600320865,-78.9627724508,18025838,2018-07-31,20:43,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.970396983,-78.9270919054,18025856,2018-08-01,01:50,DV INFO REPORT (NO CRIME),DOMESTIC WITH A
36.024785482,-78.9132937631,18025859,2018-08-01,03:35,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9928157065,-78.8813347891,18014784,2018-05-07,10:30,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0237353646,-78.9183207839,18014796,2018-05-06,17:00,FRAUD - IMPERSONATION,FRAUD
35.9218267599,-78.8443694628,18014801,2018-05-03,13:00,LARCENY - ALL OTHER,BREAK IN
35.9873849141,-78.8617149023,18014797,2018-05-06,17:30,LARCENY - ALL OTHER,BREAK IN
36.04919087,-78.9439757602,18014812,2018-04-24,00:00,SUSPICIOUS ACTIVITY,INDECENT
35.9510016132,-78.9072151035,18014811,2018-05-07,13:24,ALL OTHER - HARASSING PHONE CALLS,THREATS
35.9615695684,-78.9591951177,18014809,2018-05-07,13:12,LARCENY - SHOPLIFTING,LARCENY
35.9661730139,-78.9605602305,18014819,2018-05-07,14:35,LARCENY - SHOPLIFTING,SHOPLIFTER
35.9038887967,-78.902017626,18014836,2018-05-06,19:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9064865803,-78.9049021843,18014834,2018-05-03,21:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9735267839,-78.961924804,18014835,2018-05-01,03:00,MOTOR VEHICLE THEFT - AUTOMOBILE,LARCENY OF VEHI
36.0191959012,-78.9091301262,18014838,2018-05-07,16:35,ALL OTHER OFFENSES-TRESPASSING,TRESPASS OR UNW
36.0192557718,-78.909676854,18014845,2018-05-07,16:45,LARCENY - SHOPLIFTING,SHOPLIFTER
35.9983996697,-78.8751460801,18014860,2018-05-07,18:19,CALLS FOR SERVICE (NO CRIME),STRUCTURE FIRE
35.9573060447,-78.8798383747,18014859,2018-05-07,18:43,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
35.9668586529,-78.9577776387,18014866,2018-05-07,18:43,LARCENY - SHOPLIFTING,LARCENY
35.9662095021,-78.9165646504,18014870,2018-05-07,19:09,ALL OTHER OFFENSES-TRESPASSING,SUSPICIOUS PERS
35.9939437183,-78.8753679622,18014872,2018-05-07,19:33,WEAPON VIOLATIONS - POSSESSING/CONCEALING,SUSPICIOUS PERS
35.9961552159,-78.8695051413,18014874,2018-05-07,17:30,VANDALISM TO AUTO (NOT ACCIDENTAL),DAMAGE TO PROPE
35.9663559754,-78.9176511396,18014875,2018-04-21,15:22,ALL OTHER CRIMINAL OFFENSES,TRESPASS OR UNW
35.9592695049,-78.977165583,18014876,2018-05-07,20:32,ROBBERY - INDIVIDUAL,UNKNOWN PROBLEM
35.9961531441,-78.8982320939,18014896,2018-05-07,23:45,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0143062318,-78.883730722,18014901,2018-05-08,04:26,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9093238984,-78.942606423,18014920,2018-05-07,19:00,VANDALISM TO AUTO (NOT ACCIDENTAL),VANDALISM
36.0156333533,-78.9134069625,18014943,2018-05-08,11:35,SIMPLE ASSAULT (PHYSICAL ASSAULT NOT AGGRAVATED),DISTURBANCE
35.9944172823,-78.8911874436,18014948,2018-05-08,12:15,DRUG EQUIPMENT/PARAPHERNALIA - USING,UNKNOWN PROBLEM
35.992277849,-78.8685119698,18014945,2018-05-07,17:00,FRAUD - CREDIT CARD/ATM,LARCENY
35.9536554727,-78.9049732889,18014974,2018-04-24,12:00,SEX OFFENSE - SODOMY,RAPE NO EMS
35.9807177923,-78.9365086527,18014982,2018-05-08,17:00,LARCENY - ALL OTHER,DOMESTIC VIOLEN
35.9137612441,-78.9225352537,18014990,2018-05-08,13:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.936706457,-78.8277070538,18015005,2018-05-08,08:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9973204152,-78.9152653492,18014997,2018-05-08,18:00,LARCENY - SHOPLIFTING,LARCENY
35.893068715,-78.9500903732,18015008,2018-05-08,08:00,LOST PROPERTY,LOST OR FOUND P
35.9662307707,-78.9158827887,18015011,2018-05-08,11:30,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9256582029,-78.8509202618,18014989,2018-05-08,17:59,DRIVING WHILE IMPAIRED,
35.9675603262,-78.9619368144,18015020,2018-05-08,20:34,FOUND PROPERTY,DRUGS
35.9558886454,-78.9946844338,18015023,2018-05-08,19:18,LARCENY - SHOPLIFTING,SHOPLIFTER
35.9886566174,-78.8903713374,18015036,2018-05-08,22:16,AGGRAVATED ASSAULT,DAMAGE TO PROPE
35.9633835294,-78.8954282062,18015034,2018-04-29,12:00,FRAUD - UNAUTHORIZED USE OF CONVEYANCE,UNAUTHORIZED US
35.9803008056,-78.906856259,18015144,2018-05-09,18:57,DRUG/NARCOTIC VIOLATIONS - POSSESS/SELL MARIJUANA,VEHICLE STOP
35.9959236768,-78.8643885257,18015723,2018-05-08,16:30,FRAUD - CREDIT CARD/ATM,FRAUD - CREDIT
35.9613461878,-78.9213773303,18015044,2018-05-09,00:30,VANDALISM TO PROP (NOT ACCIDENTAL),DOMESTIC VIOLEN
36.0137473533,-78.9460725647,18015045,2018-05-09,01:05,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9915651155,-78.8920607944,18015049,2018-05-09,02:15,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9936177105,-78.8925642918,18015054,2018-05-09,02:59,VANDALISM TO AUTO (NOT ACCIDENTAL),DISTURBANCE WIT
35.9446950435,-78.9020760959,18015058,2018-05-09,04:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.971421572,-78.9395382999,18015059,2018-05-09,05:16,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9843990114,-78.909615412,18013469,2018-04-27,00:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.917212598,-78.8468151571,18015073,2018-05-03,09:35,LARCENY - ALL OTHER,LARCENY OF VEHI
36.0278301563,-78.8459217599,18015083,2018-05-09,12:13,LARCENY - SHOPLIFTING,SHOPLIFTER
35.933599879,-78.824847669,18015139,2018-05-09,04:30,BURGLARY - NON-FORCED ENTRY,BREAK IN
36.0438263172,-78.8937458955,18015146,2018-05-09,05:30,BURGLARY - NON-FORCED ENTRY,DOMESTIC VIOLEN
35.9900535437,-78.8744551408,18015165,2018-05-09,19:30,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.8842599111,-78.8890683456,18015162,2018-05-09,22:30,AGGRAVATED ASSAULT,STABBING
36.025508929,-78.9148289594,18015168,2018-05-09,22:25,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0136030281,-78.8745284788,18015179,2018-05-10,03:38,TOWED/ABANDONED VEHICLE,TRAFFIC HAZARD
36.0772177649,-78.9017561565,18015198,2018-05-08,16:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9942473473,-78.9253166379,18015206,2018-03-26,08:59,LARCENY - ALL OTHER,LARCENY
35.9808873577,-78.8839955317,18015213,2012-12-31,00:00,SEX OFFENSE - MALE RAPE,SEXUAL ASSAULT
35.9698980246,-78.9402537694,18015226,2018-05-05,18:00,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY
35.9616657213,-78.9596721393,18015247,2018-05-08,16:00,FRAUD - FALSE PRETENSE,LARCENY
35.9848784533,-78.8756312493,18015257,2018-05-09,10:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9848072067,-78.8716540112,18015279,2018-05-10,15:29,WEAPON VIOLATIONS - POSSESSING/CONCEALING,ASSIST PERSON
35.9537170151,-78.9987925839,18015266,2018-05-10,15:00,LARCENY - SHOPLIFTING,SHOPLIFTER
36.0589617045,-78.9289499204,18015284,2018-05-10,16:15,LARCENY - SHOPLIFTING,LARCENY
36.0130586804,-78.9677364466,18015304,2018-05-09,20:30,LARCENY - AUTOMOBILE PARTS OR ACCESSORIES,LARCENY
36.0558741611,-78.937391327,18015320,2018-05-10,20:25,DRIVING WHILE IMPAIRED,TRAFFIC HAZARD
36.0516106783,-78.8892351149,18015326,2018-05-10,21:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.8803712991,-78.827851663,18015323,2018-05-10,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9955114581,-78.9215607331,18015338,2018-05-10,23:30,DRIVING WHILE IMPAIRED,SUSPICIOUS VEHI
35.9832157918,-78.8328208156,18015342,2018-05-11,00:44,SEX OFFENSE - MOLESTATION,ASSIST OTHER AG
35.9898697736,-78.9298887313,18015339,2018-05-10,17:20,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9913915997,-78.8687768396,18015340,2018-05-11,01:33,BURGLARY - FORCIBLE ENTRY,BREAK IN IN PRO
35.9533160962,-78.8781648222,18015344,2018-05-11,01:20,WEAPON VIOLATIONS - USING/DISCHARGING,SOUND OF SHOTS
36.0269708709,-78.9124398409,18015346,2018-05-11,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0491941127,-78.9127809876,18015349,2018-05-11,00:00,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0042020408,-78.864806923,18015357,2018-05-11,07:25,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9715342656,-78.8946514336,18015363,2018-05-11,08:47,TOWED/ABANDONED VEHICLE,PRIVATE TOW
35.9371800101,-78.9238637312,18015365,2018-05-10,16:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9790646201,-78.8929157499,18017093,2018-05-23,08:00,VANDALISM TO PROP (NOT ACCIDENTAL),BREAK IN
35.8867219309,-78.9921772524,18017106,2018-05-23,20:00,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.921080962,-78.8963299964,18017110,2018-05-24,01:11,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
35.9652669329,-78.9098481302,18017122,2018-05-24,14:45,CALLS FOR SERVICE (NO CRIME),TRESPASS OR UNW
35.9560007147,-78.9741226551,18017135,2018-05-24,11:00,ALL OTHER CRIMINAL OFFENSES,DOMESTIC VIOLEN
35.9825341056,-78.8670311941,18017142,2018-05-24,17:00,CALLS FOR SERVICE (NO CRIME),UNKNOWN PROBLEM
36.0009365461,-78.8818704384,18017149,2018-05-24,17:15,AGGRAVATED ASSAULT,ARMED ROBBERY
35.8769675895,-78.8383954643,18017155,2018-05-24,19:11,ALL OTHER CRIMINAL OFFENSES,HIT AND RUN
36.010160076,-78.9014164954,18017163,2018-05-24,21:37,ROBBERY - INDIVIDUAL,ARMED ROBBERY
35.9645350451,-78.9186268046,18017164,2018-05-24,23:29,ALL TRAFFIC (EXCEPT DWI),VEHICLE STOP
36.0000838017,-78.8663765227,18017183,2018-05-25,03:59,TOWED/ABANDONED VEHICLE,PRIVATE TOW
36.0314410813,-78.8773539136,18017188,2018-05-25,04:29,DRIVING WHILE IMPAIRED,HIT AND RUN
35.9928588217,-78.8911519264,18017192,2018-05-25,05:30,ALL OTHER OFFENSES-TRESPASSING,TRESPASS OR UNW
35.9823332285,-78.8117798406,18017204,2018-05-24,23:30,LARCENY - FROM MOTOR VEHICLE,BREAK IN VEHICL
36.0101566893,-78.9012223948,18017196,2018-05-25,05:30,BURGLARY - FORCIBLE ENTRY,BREAK IN
35.9705383831,-78.7941740843,18017201,2018-05-24,23:00,BURGLARY - FORCIBLE ENTRY,BREAK IN
